Jaar indiening;Gebouw Functie kort;Handeling;Project Aanvrager Type;Aantal projecten;Aantal gebouwen;Aantal gebouwen (met gebouwinfo);Aantal wooneenheden;Aantal (studenten)kamers;Nuttige woonoppervlakte (m²);Nuttige oppervlakte kamerwoningen (m²);Bovengronds nuttige oppervlakte (m²);Bovengronds grond oppervlakte (m²);Gesloopte oppervlakte (m²);Gesloopte volume (m³);[Project Huidige Toestand Eenvoudig]
2023;kamerwoning;Nieuwbouw;Overheid;1;1;1;0;5;0,00;149;149,43;98,47;0,00;0,00;Vergunning
2023;kamerwoning;Verbouwen of hergebruik;Rechtspersoon;75;76;76;0;7.686;0,00;48.385;62.185,14;21.396,08;0,00;0,00;Vergunning
2023;kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon;82;85;85;0;620;0,00;17.711;21.359,50;10.615,59;0,00;0,00;Vergunning
2023;kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;14;16;16;0;331;0,00;11.997;12.687,18;6.060,90;0,00;0,00;Vergunning
2023;kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;6;6;6;0;337;0,00;10.928;10.861,78;3.171,75;0,00;0,00;Stopgezet
2023;kamerwoning;Verbouwen of hergebruik;Rechtspersoon;14;14;14;0;274;0,00;10.013;11.191,13;3.684,80;0,00;0,00;Stopgezet
2023;kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon;40;40;40;0;361;0,00;9.643;9.199,69;4.161,05;0,00;0,00;Stopgezet
2023;kamerwoning;Verbouwen of hergebruik;Rechtspersoon;14;16;16;0;641;0,00;7.785;9.640,79;3.156,85;0,00;0,00;Weigering
2023;kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon;14;14;14;0;96;0,00;2.899;3.272,54;1.387,61;0,00;0,00;Weigering
2023;kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon;1;1;1;0;18;0,00;442;203,00;164,00;0,00;0,00;In behandeling (na beroep)
2023;kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon;1;1;1;0;11;0,00;155;209,00;78,50;0,00;0,00;Aktename
2023;kamerwoning;Verbouwen of hergebruik;Rechtspersoon;1;1;1;0;6;0,00;115;190,00;74,00;0,00;0,00;Aktename
2024;kamerwoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;4;4;4;0;1.074;0,00;30.320;32.758,79;7.726,39;0,00;0,00;In behandeling (na beroep)
2024;kamerwoning;Nieuwbouw;Rechtspersoon;19;19;19;0;1.217;0,00;19.965;22.036,20;7.110,73;0,00;0,00;Vergunning
2024;kamerwoning;Nieuwbouw;Rechtspersoon;4;4;4;0;418;0,00;11.064;10.972,61;3.026,41;0,00;0,00;Stopgezet
2024;kamerwoning;Nieuwbouw;Rechtspersoon;5;5;5;0;338;0,00;8.114;60.727,96;2.288,49;0,00;0,00;Weigering
2024;kamerwoning;Nieuwbouw;Natuurlijk persoon;6;6;6;0;95;0,00;2.378;2.670,90;1.386,81;0,00;0,00;Vergunning
2024;kamerwoning;Nieuwbouw;Rechtspersoon;3;3;3;0;76;0,00;2.353;2.053,12;1.579,59;0,00;0,00;In behandeling (na beroep)
2024;kamerwoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;1;1;1;0;103;0,00;838;1.628,62;531,82;0,00;0,00;Stopgezet
2024;kamerwoning;Nieuwbouw;Natuurlijk persoon;2;2;2;0;0;0,00;66;48,40;47,30;0,00;0,00;Stopgezet
2024;kamerwoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;1;1;1;0;3;0,00;65;106,56;65,21;0,00;0,00;Vergunning
2024;kamerwoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;1;1;1;0;3;0,00;65;106,56;65,21;0,00;0,00;Weigering
2024;kamerwoning;Nieuwbouw;Natuurlijk persoon;1;1;1;0;0;0,00;32;14,00;14,00;0,00;0,00;In behandeling (na beroep)
2024;kamerwoning;Verbouwen of hergebruik;Rechtspersoon;79;79;79;0;1.667;0,00;29.282;35.044,47;14.182,24;0,00;0,00;Vergunning
2024;kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon;68;69;69;0;776;0,00;17.709;20.912,45;11.507,06;0,00;0,00;Vergunning
2024;kamerwoning;Verbouwen of hergebruik;Rechtspersoon;25;28;28;0;539;0,00;12.987;13.056,67;5.703,41;0,00;0,00;Stopgezet
2024;kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;11;11;11;0;605;0,00;11.272;13.187,62;4.819,78;0,00;0,00;Vergunning
2024;kamerwoning;Verbouwen of hergebruik;Rechtspersoon;3;6;6;0;272;0,00;5.125;5.531,99;2.106,45;0,00;0,00;In behandeling (na beroep)
2024;kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon;21;21;21;0;260;0,00;4.493;4.894,03;2.569,46;0,00;0,00;Weigering
2024;kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon;13;13;13;0;168;0,00;3.558;3.171,23;1.411,91;0,00;0,00;Stopgezet
2024;kamerwoning;Verbouwen of hergebruik;Rechtspersoon;11;13;13;0;107;0,00;2.555;3.228,12;1.496,02;0,00;0,00;Weigering
2024;kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;3;3;3;0;109;0,00;1.075;1.265,86;496,34;0,00;0,00;Stopgezet
2024;kamerwoning;Verbouwen of hergebruik;Rechtspersoon;1;1;1;0;0;0,00;800;0,00;0,00;0,00;0,00;Niet rechtsgeldig
2024;kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon;1;1;1;0;7;0,00;230;230,20;91,00;0,00;0,00;In behandeling (na beroep)
2024;kamerwoning;Verbouwen of hergebruik;Rechtspersoon;1;1;1;0;8;0,00;161;254,00;123,00;0,00;0,00;Aktename
2024;kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon;1;1;1;0;91;0,00;157;330,47;181,55;0,00;0,00;Niet rechtsgeldig
2024;kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;1;1;1;0;73;0,00;15;2.366,33;559,18;0,00;0,00;In behandeling (na beroep)
2025;kamerwoning;Nieuwbouw;Rechtspersoon;18;19;19;0;891;0,00;23.420;37.640,01;9.662,13;0,00;0,00;Vergunning
2025;kamerwoning;Nieuwbouw;Rechtspersoon;4;4;4;0;690;0,00;17.518;19.689,03;5.297,24;0,00;0,00;In behandeling (na beroep)
2025;kamerwoning;Nieuwbouw;Rechtspersoon;9;11;11;0;613;0,00;13.300;11.278,05;5.382,82;0,00;0,00;In behandeling (in eerste aanleg)
2025;kamerwoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;1;1;1;0;115;0,00;3.720;3.720,00;1.093,00;0,00;0,00;In behandeling (na beroep)
2025;kamerwoning;Nieuwbouw;Natuurlijk persoon;5;14;14;0;82;0,00;2.331;2.457,47;1.118,24;0,00;0,00;In behandeling (in eerste aanleg)
2025;kamerwoning;Nieuwbouw;Natuurlijk persoon;4;4;4;0;64;0,00;1.825;2.649,83;722,17;0,00;0,00;Stopgezet
2025;kamerwoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;2;2;2;0;52;0,00;1.793;329,22;204,47;0,00;0,00;In behandeling (in eerste aanleg)
2025;kamerwoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;1;1;1;0;68;0,00;1.752;1.751,50;556,15;0,00;0,00;Stopgezet
2025;kamerwoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;3;3;3;0;69;0,00;1.742;2.522,06;1.076,41;0,00;0,00;Vergunning
2025;kamerwoning;Nieuwbouw;Natuurlijk persoon;1;1;1;0;38;0,00;1.695;1.786,91;394,10;0,00;0,00;In behandeling (na beroep)
2025;kamerwoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;1;1;1;0;38;0,00;1.609;1.609,00;305,00;0,00;0,00;Weigering
2025;kamerwoning;Nieuwbouw;Natuurlijk persoon;1;2;2;0;45;0,00;1.221;1.221,28;628,77;0,00;0,00;Vergunning
2025;kamerwoning;Nieuwbouw;Rechtspersoon;1;1;1;0;19;0,00;508;507,90;191,00;0,00;0,00;Stopgezet
2025;kamerwoning;Nieuwbouw;Rechtspersoon;2;2;2;0;10;0,00;379;379,26;137,23;0,00;0,00;Weigering
2025;kamerwoning;Verbouwen of hergebruik;Rechtspersoon;57;61;62;0;1.942;0,00;146.968;48.185,60;21.843,17;0,00;0,00;Vergunning
2025;kamerwoning;Verbouwen of hergebruik;Rechtspersoon;21;22;22;0;862;0,00;23.835;44.267,16;17.081,75;0,00;0,00;In behandeling (in eerste aanleg)
2025;kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon;48;48;48;0;724;0,00;11.291;14.539,93;7.914,92;0,00;0,00;Vergunning
2025;kamerwoning;Verbouwen of hergebruik;Rechtspersoon;20;20;20;0;650;0,00;10.442;12.584,88;5.371,67;0,00;0,00;Stopgezet
2025;kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon;31;31;31;0;570;0,00;7.791;9.121,10;4.326,02;0,00;0,00;Stopgezet
2025;kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;11;11;11;0;148;0,00;4.851;4.044,07;1.730,32;0,00;0,00;Vergunning
2025;kamerwoning;Verbouwen of hergebruik;Rechtspersoon;11;12;12;0;133;0,00;3.492;4.222,92;1.979,85;0,00;0,00;Weigering
2025;kamerwoning;Verbouwen of hergebruik;Rechtspersoon;5;6;6;0;104;0,00;2.881;2.862,22;1.126,78;0,00;0,00;In behandeling (na beroep)
2025;kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon;11;11;11;0;85;0,00;2.814;2.540,60;1.795,39;0,00;0,00;Weigering
2025;kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon;10;10;10;0;125;0,00;2.225;2.395,74;1.124,37;0,00;0,00;In behandeling (in eerste aanleg)
2025;kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon;9;9;9;0;64;0,00;1.632;1.564,58;1.147,15;0,00;0,00;Niet rechtsgeldig
2025;kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;2;2;2;0;16;0,00;693;829,10;514,38;0,00;0,00;In behandeling (na beroep)
2025;kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;2;2;2;0;36;0,00;477;476,83;199,20;0,00;0,00;In behandeling (in eerste aanleg)
2025;kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;2;2;2;0;19;0,00;436;557,00;246,00;0,00;0,00;Stopgezet
2025;kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon;2;2;2;0;10;0,00;420;465,20;207,00;0,00;0,00;In behandeling (na beroep)
2025;kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon;2;2;2;0;13;0,00;348;348,36;195,72;0,00;0,00;Aktename
2025;kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon-Overheid;1;1;1;0;6;0,00;159;166,97;116,59;0,00;0,00;Vergunning
2026;kamerwoning;Nieuwbouw;Rechtspersoon;1;1;1;0;218;0,00;4.765;5.375,00;2.023,65;0,00;0,00;Stopgezet
2026;kamerwoning;Nieuwbouw;Rechtspersoon;1;1;1;0;52;0,00;1.553;1.972,06;902,70;0,00;0,00;In behandeling (in eerste aanleg)
2026;kamerwoning;Nieuwbouw;Natuurlijk persoon;1;1;1;0;14;0,00;353;353,00;193,00;0,00;0,00;In behandeling (in eerste aanleg)
2026;kamerwoning;Verbouwen of hergebruik;Rechtspersoon;9;14;14;0;373;0,00;10.804;14.723,08;6.333,62;0,00;0,00;In behandeling (in eerste aanleg)
2026;kamerwoning;Verbouwen of hergebruik;Rechtspersoon;1;1;2;0;86;0,00;5.128;41.746,00;15.918,00;0,00;0,00;Stopgezet
2026;kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon;8;8;8;0;67;0,00;2.350;2.297,27;927,36;0,00;0,00;In behandeling (in eerste aanleg)
2026;kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon;3;3;3;0;21;0,00;674;563,30;154,30;0,00;0,00;Stopgezet
2026;kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;3;3;3;0;24;0,00;634;731,54;381,95;0,00;0,00;In behandeling (in eerste aanleg)
2018;meergezins- en kamerwoning;Nieuwbouw;Natuurlijk persoon;1;1;1;1;19;38,11;152;234,82;58,70;0,00;0,00;Vergunning
2018;meergezins- en kamerwoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;1;1;1;9;73;383,40;4.549;5.270,70;1.982,50;0,00;0,00;Stopgezet
2018;meergezins- en kamerwoning;Nieuwbouw;Rechtspersoon;4;27;27;46;103;4.318,40;2.595;7.633,62;2.906,11;0,00;0,00;Vergunning
2018;meergezins- en kamerwoning;Nieuwbouw;Rechtspersoon;4;4;4;23;216;9.189,96;6.719;8.792,45;1.003,04;0,00;0,00;Stopgezet
2018;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;1;1;1;2;11;77,00;211;434,00;85,00;0,00;0,00;Vergunning
2018;meergezins- en kamerwoning;Verbouwen of hergebruik;Rechtspersoon;1;1;1;3;3;79,00;92;183,00;71,00;0,00;0,00;Aktename
2018;meergezins- en kamerwoning;Verbouwen of hergebruik;Rechtspersoon;3;3;3;5;212;368,30;5.215;5.301,79;1.723,05;0,00;0,00;Stopgezet
2018;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon;6;6;6;17;49;686,10;1.586;1.335,04;632,69;0,00;0,00;Weigering
2018;meergezins- en kamerwoning;Verbouwen of hergebruik;-;1;1;1;17;30;1.745,56;650;3.774,31;1.047,88;0,00;0,00;Stopgezet
2018;meergezins- en kamerwoning;Verbouwen of hergebruik;-;2;2;2;20;33;1.833,86;765;4.051,44;1.152,38;0,00;0,00;Vergunning
2018;meergezins- en kamerwoning;Verbouwen of hergebruik;Rechtspersoon;22;22;22;56;389;4.396,33;13.747;17.190,21;6.219,26;0,00;0,00;Vergunning
2018;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon;5;5;5;116;37;9.790,20;1.199;18.761,16;3.065,61;0,00;0,00;Stopgezet
2018;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon;31;31;31;187;1.582;12.245,79;33.362;28.392,20;7.628,71;0,00;0,00;Vergunning
2018;meergezins- en kamerwoning;Verbouwen of hergebruik;Rechtspersoon;8;8;8;52;161;19.662,47;2.211;181.707,33;3.584,86;0,00;0,00;Weigering
2019;meergezins- en kamerwoning;Nieuwbouw;Rechtspersoon;1;1;1;3;441;109,44;9.784;608,21;376,12;0,00;0,00;Weigering
2019;meergezins- en kamerwoning;Nieuwbouw;Rechtspersoon;1;1;1;4;76;119,61;1.709;1.934,69;426,34;0,00;0,00;Stopgezet
2019;meergezins- en kamerwoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;1;1;1;6;46;152,38;1.192;1.357,91;390,95;0,00;0,00;Vergunning
2019;meergezins- en kamerwoning;Nieuwbouw;Natuurlijk persoon;1;1;1;2;15;154,00;600;165,00;110,00;0,00;0,00;In behandeling (na beroep)
2019;meergezins- en kamerwoning;Nieuwbouw;Natuurlijk persoon;1;1;1;2;3;188,00;190;225,00;136,00;0,00;0,00;Vergunning
2019;meergezins- en kamerwoning;Nieuwbouw;Natuurlijk persoon;2;2;2;4;18;342,00;790;390,00;246,00;0,00;0,00;Stopgezet
2019;meergezins- en kamerwoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;1;1;1;9;73;383,40;4.549;5.270,70;1.982,50;0,00;0,00;Stopgezet
2019;meergezins- en kamerwoning;Nieuwbouw;Rechtspersoon;5;5;5;42;222;11.101,47;5.636;13.189,84;3.574,74;0,00;0,00;Vergunning
2019;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;1;1;1;2;9;55,66;230;285,37;96,83;0,00;0,00;Stopgezet
2019;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;4;4;4;5;47;138,91;651;810,19;315,47;0,00;0,00;Vergunning
2019;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon;3;3;3;8;5;409,22;110;935,34;495,80;0,00;0,00;Weigering
2019;meergezins- en kamerwoning;Verbouwen of hergebruik;Rechtspersoon;3;3;3;31;50;767,69;552;1.386,24;547,46;0,00;0,00;Weigering
2019;meergezins- en kamerwoning;Verbouwen of hergebruik;Rechtspersoon;5;5;5;20;36;907,20;1.045;2.363,84;954,73;0,00;0,00;Stopgezet
2019;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon;7;7;7;15;41;944,12;897;2.846,93;1.560,13;0,00;0,00;Stopgezet
2019;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon;17;17;17;38;122;1.277,81;2.789;5.753,49;2.412,45;0,00;0,00;Vergunning
2019;meergezins- en kamerwoning;Verbouwen of hergebruik;Rechtspersoon;33;33;33;144;351;6.551,18;6.032;16.819,02;6.278,01;0,00;0,00;Vergunning
2020;meergezins- en kamerwoning;Nieuwbouw;Rechtspersoon;1;1;1;1;9;26,50;206;234,00;93,00;0,00;0,00;Weigering
2020;meergezins- en kamerwoning;Nieuwbouw;Rechtspersoon;1;1;1;5;75;144,80;1.733;1.903,98;426,30;0,00;0,00;Vergunning
2020;meergezins- en kamerwoning;Nieuwbouw;Natuurlijk persoon;1;1;1;7;0;391,54;98;966,40;478,66;0,00;0,00;Vergunning
2020;meergezins- en kamerwoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;2;2;2;16;213;1.891,45;4.108;9.393,00;2.042,00;0,00;0,00;Stopgezet
2020;meergezins- en kamerwoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;5;5;5;33;254;3.088,68;6.538;12.878,06;3.836,43;0,00;0,00;Vergunning
2020;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;1;1;1;1;4;71,22;142;373,00;93,25;0,00;0,00;Stopgezet
2020;meergezins- en kamerwoning;Verbouwen of hergebruik;Rechtspersoon;1;1;1;1;8;101,50;137;237,36;90,35;0,00;0,00;Aktename
2020;meergezins- en kamerwoning;Verbouwen of hergebruik;Rechtspersoon;3;3;3;4;18;133,65;1.774;606,28;221,38;0,00;0,00;In behandeling (na beroep)
2020;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;1;1;1;8;0;447,43;27;990,97;461,42;0,00;0,00;Weigering
2020;meergezins- en kamerwoning;Verbouwen of hergebruik;Rechtspersoon;10;10;10;22;61;680,93;1.727;2.301,52;1.166,49;0,00;0,00;Weigering
2020;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon;11;11;11;21;68;1.165,68;1.584;3.434,56;1.472,28;0,00;0,00;Weigering
2020;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon;17;17;17;31;93;2.033,87;3.221;5.773,72;2.205,60;0,00;0,00;Stopgezet
2020;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon;27;27;27;74;409;4.136,38;4.750;11.532,86;5.052,44;0,00;0,00;Vergunning
2020;meergezins- en kamerwoning;Verbouwen of hergebruik;Rechtspersoon;5;5;5;58;26;9.914,45;600;5.637,24;1.140,46;0,00;0,00;Stopgezet
2020;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;5;5;5;11;36;10.504,05;570;1.411,19;1.492,94;0,00;0,00;Vergunning
2020;meergezins- en kamerwoning;Verbouwen of hergebruik;Rechtspersoon;44;48;48;179;524;16.871,33;13.327;28.469,51;10.744,41;0,00;0,00;Vergunning
2021;meergezins- en kamerwoning;Nieuwbouw;Rechtspersoon;1;1;1;3;36;80,23;89;411,31;99,19;0,00;0,00;Weigering
2021;meergezins- en kamerwoning;Nieuwbouw;Rechtspersoon;1;1;1;3;21;123,40;827;827,00;274,50;0,00;0,00;Stopgezet
2021;meergezins- en kamerwoning;Nieuwbouw;Natuurlijk persoon;2;2;2;3;17;243,72;707;393,00;230,00;0,00;0,00;Vergunning
2021;meergezins- en kamerwoning;Nieuwbouw;Natuurlijk persoon;2;2;2;3;18;243,72;736;401,00;230,00;0,00;0,00;Stopgezet
2021;meergezins- en kamerwoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;3;3;3;16;58;1.231,12;1.668;3.459,27;1.515,67;0,00;0,00;Vergunning
2021;meergezins- en kamerwoning;Nieuwbouw;Rechtspersoon;4;4;4;66;125;4.141,60;3.339;10.469,60;3.960,26;0,00;0,00;Vergunning
2021;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;1;1;1;1;4;25,00;73;133,00;72,00;0,00;0,00;In behandeling (na beroep)
2021;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon;1;1;1;1;12;35,00;273;308,60;148,80;0,00;0,00;In behandeling (na beroep)
2021;meergezins- en kamerwoning;Verbouwen of hergebruik;Rechtspersoon;1;1;1;3;12;83,05;349;1.100,55;487,50;0,00;0,00;In behandeling (na beroep)
2021;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon;1;1;1;5;8;146,00;258;613,10;266,60;0,00;0,00;Aktename
2021;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon;4;4;4;9;24;443,28;641;1.689,62;802,56;0,00;0,00;Stopgezet
2021;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;6;6;6;15;50;462,86;1.199;1.835,98;827,13;0,00;0,00;Weigering
2021;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon;5;5;5;8;18;483,09;620;1.246,44;448,37;0,00;0,00;Weigering
2021;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;2;2;2;6;18;705,92;600;2.752,54;1.559,04;0,00;0,00;Stopgezet
2021;meergezins- en kamerwoning;Verbouwen of hergebruik;Rechtspersoon;7;7;7;13;68;830,48;1.302;2.468,67;1.103,78;0,00;0,00;Stopgezet
2021;meergezins- en kamerwoning;Verbouwen of hergebruik;Rechtspersoon;14;14;14;35;122;1.459,01;2.784;5.175,78;2.055,75;0,00;0,00;Weigering
2021;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon;29;29;29;102;367;5.834,88;6.593;20.528,38;8.189,99;0,00;0,00;Vergunning
2021;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;12;13;13;112;282;7.708,84;4.098;13.214,75;5.468,11;0,00;0,00;Vergunning
2021;meergezins- en kamerwoning;Verbouwen of hergebruik;Rechtspersoon;52;52;52;173;1.321;15.498,60;14.924;27.271,49;9.737,88;0,00;0,00;Vergunning
2022;meergezins- en kamerwoning;Nieuwbouw;Natuurlijk persoon;2;2;2;6;10;413,10;221;831,00;371,30;0,00;0,00;Vergunning
2022;meergezins- en kamerwoning;Nieuwbouw;Rechtspersoon;2;2;2;23;35;658,94;690;2.058,23;437,87;0,00;0,00;Stopgezet
2022;meergezins- en kamerwoning;Nieuwbouw;Natuurlijk persoon;2;2;2;7;6;1.349,45;220;777,76;304,80;0,00;0,00;Stopgezet
2022;meergezins- en kamerwoning;Nieuwbouw;Rechtspersoon;3;4;4;64;269;4.280,30;5.440;12.812,49;5.996,89;0,00;0,00;Vergunning
2022;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;3;3;3;7;27;391,25;546;1.779,83;729,25;0,00;0,00;Weigering
2022;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;2;2;2;20;20;436,80;298;1.074,38;338,22;0,00;0,00;Stopgezet
2022;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon;5;5;5;13;23;627,26;671;1.783,80;784,03;0,00;0,00;Stopgezet
2022;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon;7;7;7;10;70;641,20;1.237;2.355,58;887,45;0,00;0,00;Weigering
2022;meergezins- en kamerwoning;Verbouwen of hergebruik;Rechtspersoon;8;8;8;29;83;777,01;2.012;4.001,05;1.416,56;0,00;0,00;Weigering
2022;meergezins- en kamerwoning;Verbouwen of hergebruik;Rechtspersoon;8;8;8;23;92;1.466,47;2.686;4.451,00;1.448,06;0,00;0,00;Stopgezet
2022;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon;24;24;24;48;152;2.303,71;8.368;7.688,24;3.353,86;0,00;0,00;Vergunning
2022;meergezins- en kamerwoning;Verbouwen of hergebruik;Rechtspersoon;45;45;45;95;1.952;3.418,75;15.517;21.721,72;8.264,71;0,00;0,00;Vergunning
2022;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;5;5;5;41;193;3.476,84;3.461;10.198,78;3.209,75;0,00;0,00;Vergunning
2023;meergezins- en kamerwoning;Nieuwbouw;Rechtspersoon;1;1;1;1;13;65,32;267;541,71;94,72;0,00;0,00;Weigering
2023;meergezins- en kamerwoning;Nieuwbouw;Natuurlijk persoon;1;1;1;2;11;135,40;243;681,50;223,00;0,00;0,00;Weigering
2023;meergezins- en kamerwoning;Nieuwbouw;Rechtspersoon;2;2;2;4;66;221,92;1.347;2.442,84;723,20;0,00;0,00;Stopgezet
2023;meergezins- en kamerwoning;Nieuwbouw;Rechtspersoon;1;1;1;8;42;234,73;730;1.516,52;343,15;0,00;0,00;Geen beslissing genomen
2023;meergezins- en kamerwoning;Nieuwbouw;Rechtspersoon;1;1;1;5;8;247,00;188;798,60;439,50;0,00;0,00;In behandeling (na beroep)
2023;meergezins- en kamerwoning;Nieuwbouw;Natuurlijk persoon;2;2;2;4;22;270,80;486;1.363,00;446,00;0,00;0,00;Stopgezet
2023;meergezins- en kamerwoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;1;1;1;6;4;354,25;12;558,28;166,00;0,00;0,00;Stopgezet
2023;meergezins- en kamerwoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;1;1;1;9;4;824,76;394;1.289,21;542,63;0,00;0,00;Weigering
2023;meergezins- en kamerwoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;6;6;6;30;265;1.211,35;7.442;9.045,50;2.213,77;0,00;0,00;Vergunning
2023;meergezins- en kamerwoning;Nieuwbouw;Rechtspersoon;7;7;7;49;532;3.140,69;10.318;10.113,04;8.405,70;0,00;0,00;Vergunning
2023;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon;1;1;1;1;7;31,50;175;223,20;92,36;0,00;0,00;Niet rechtsgeldig
2023;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon;1;1;1;1;7;32,60;175;223,20;92,36;0,00;0,00;Aktename
2023;meergezins- en kamerwoning;Verbouwen of hergebruik;Rechtspersoon;1;1;1;1;17;53,00;490;867,30;285,20;0,00;0,00;In behandeling (na beroep)
2023;meergezins- en kamerwoning;Verbouwen of hergebruik;Rechtspersoon;1;1;1;4;2;102,10;73;168,51;79,49;0,00;0,00;Geen beslissing genomen
2023;meergezins- en kamerwoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;4;4;4;14;124;419,71;3.597;4.099,29;1.057,07;0,00;0,00;Weigering
2023;meergezins- en kamerwoning;Verbouwen of hergebruik;Rechtspersoon;9;9;9;14;242;515,67;3.123;4.046,22;1.442,30;0,00;0,00;Weigering
